,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
743,BLBX,Blackboxstocks Inc.,8.51M,-5.88%,2515,3.39M
744,IFBD,"Infobird Co., Ltd",8.35M,-,285995,2.93M
745,EZFL,EZFill Holdings Inc.,8.31M,4.89%,33807,22.38M
746,VISL,"Vislink Technologies, Inc.",8.30M,-2.64%,1918,26.79M
747,JNVR,Janover Inc.,8.00M,-1.54%,940,2.11M
748,BCAN,BYND Cannasoft Enterprises Inc.,7.91M,-30.56%,233988,1.11M
749,UAVS,"AgEagle Aerial Systems, Inc.",7.91M,-0.90%,59982,15.29M
750,SCKT,"Socket Mobile, Inc.",7.69M,0.95%,1078,17.81M
751,QH,Quhuo Limited,7.28M,-1.97%,3836,510.07M
752,INTZ,Intrusion Inc.,7.25M,-0.50%,138052,5.69M
753,NXTP,"NextPlay Technologies, Inc.",7.04M,4.24%,8854,2.91M
754,MOB,Mobilicom Ltd,7.01M,5.08%,15990,1.32M
755,OST,"Ostin Technology Group Co., Ltd.",6.86M,6.10%,3781,57.53M
756,MICS,"The Singing Machine Company, Inc.",6.74M,-3.81%,14716,29.05M
757,AWIN,AERWINS Technologies Inc.,6.69M,1.10%,234017,3.18M
758,MITQ,"Moving iMage Technologies, Inc.",6.59M,0.13%,200,19.41M
759,GVP,"GSE Systems, Inc.",6.49M,-2.64%,15788,45.64M
760,SOPA,Society Pass Incorporated,6.01M,2.32%,51674,9.14M
761,MRIN,Marin Software Incorporated,5.50M,1.48%,31449,17.73M
762,OMQS,OMNIQ Corp.,5.43M,2.51%,85547,90.75M
763,IMTE,Integrated Media Technology Limited,5.29M,-,3224,573.11K
764,VS,Versus Systems Inc.,5.18M,-,27729,454.56K
765,VVPR,VivoPower International PLC,5.17M,-1.88%,2540,15.06M
766,AMST,Amesite Inc.,5.08M,1.48%,9663,432.36K
767,WAVD,"WaveDancer, Inc.",4.67M,16.67%,181195,8.55M
768,TGL,Treasure Global Inc.,4.37M,10.78%,148341,53.59M
769,CAMP,CalAmp Corp.,4.14M,11.16%,8888,264.74M
770,CETX,"Cemtrex, Inc.",4.12M,-7.75%,23687,64.28M
771,FRGT,"Freight Technologies, Inc.",4.03M,-1.82%,254201,19.68M
772,SASI,"Sigma Labs, Inc.",3.52M,2.95%,22347,522.87K
773,PEGY,Pineapple Energy Inc.,3.39M,2.36%,994326,73.79M
774,ASNS,"Actelis Networks, Inc.",3.32M,2.70%,7419,7.12M
775,DATS,"DatChat, Inc.",3.28M,-,12008,4.42K
776,VERB,"Verb Technology Company, Inc.",3.27M,-3.06%,85581,4.41M
777,WTO,UTime Limited,2.88M,-0.41%,45719,21.55M
778,AUUD,Auddia Inc.,2.75M,2.59%,3991834,-
779,OBLG,"Oblong, Inc.",2.70M,-0.81%,117237,4.29M
780,PRSO,Peraso Inc.,2.64M,13.97%,267672,15.80M
781,TAOP,Taoping Inc.,2.43M,-5.69%,10389,27.77M
782,XTKG,X3 Holdings Co Ltd.,1.94M,4.26%,573196,10.05M
783,SYTA,Siyata Mobile Inc.,1.84M,-1.80%,7431,8.47M
784,MYSZ,"My Size, Inc.",1.78M,-,6265,6.69M
785,WISA,"WiSA Technologies, Inc.",1.78M,2.95%,15197834,2.58M
786,ASTI,"Ascent Solar Technologies, Inc.",1.33M,-1.37%,501180,458.26K
